Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"05.02.2019 14:50"
Zeitbezug:;MEZ
Messstellen-Name:;"0,3 km oh.Wehr"
Messstellen-Nr.:;2232
Gewässer:;Rottachsee
"Rechtswert:  4377169.00";"Hochwert:  5278542.00";"EPSG 31468"

Datum;"Chloroph [µg/l] (-23.0 m ü. Grund)";"pH-Wert (vor Ort) [-] (-23.0 m ü. Grund)";"NO3-N [mg/l] (-1.0 m ü. Grund)";"P-ges. [mg/l] (-1.0 m ü. Grund)";"O2-gelöst [mg/l] (-1.0 m ü. Grund)";"NH4-N [mg/l] (-1.0 m ü. Grund)";"pH-Wert (vor Ort) [-] (-1.0 m ü. Grund)";"o-PO4-P [mg/l] (-1.0 m ü. Grund)";"Wassertemp.(vor Ort) [°C] (-1.0 m ü. Grund)";"O2-Sättigungsindex [%] (-1.0 m ü. Grund)";"LF (20 °C) vor Ort [µS/cm] (-1.0 m ü. Grund)";"SiO2 [mg/l] (-1.0 m ü. Grund)";"Chloroph [µg/l] (-1.0 m ü. Grund)";"N-ges. [mg/l] (-1.0 m ü. Grund)";"P-ges. gelöst [mg/l] (-1.0 m ü. Grund)";"Chlorid [mg/l] (-1.0 m ü. Grund)";"KS 4,3 [mmol/l] (-1.0 m ü. Grund)";"Na gelöst [mg/l] (-1.0 m ü. Grund)";"K gelöst [mg/l] (-1.0 m ü. Grund)";"Mn gelöst [mg/l] (-1.0 m ü. Grund)";"Fe gelöst [mg/l] (-1.0 m ü. Grund)";"SO4 [mg/l] (-1.0 m ü. Grund)";"Ca gelöst [mg/l] (-1.0 m ü. Grund)";"Mg gelöst [mg/l] (-1.0 m ü. Grund)";"NO3-N [mg/l] (0.0 m Tiefe)";"P-ges. [mg/l] (0.0 m Tiefe)";"O2-gelöst [mg/l] (0.0 m Tiefe)";"NH4-N [mg/l] (0.0 m Tiefe)";"Sichttiefe [cm] (0.0 m Tiefe)";"o-PO4-P [mg/l] (0.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (0.0 m Tiefe)";"O2-Sättigungsindex [%] (0.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (0.0 m Tiefe)";"pH-Wert (vor Ort) [-] (0.0 m Tiefe)";"SiO2 [mg/l] (0.0 m Tiefe)";"Chloroph [µg/l] (0.0 m Tiefe)";"N-ges. [mg/l] (0.0 m Tiefe)";"P-ges. gelöst [mg/l] (0.0 m Tiefe)";"Chlorid [mg/l] (0.0 m Tiefe)";"KS 4,3 [mmol/l] (0.0 m Tiefe)";"Na gelöst [mg/l] (0.0 m Tiefe)";"K gelöst [mg/l] (0.0 m Tiefe)";"Mn gelöst [mg/l] (0.0 m Tiefe)";"Fe gelöst [mg/l] (0.0 m Tiefe)";"SO4 [mg/l] (0.0 m Tiefe)";"Ca gelöst [mg/l] (0.0 m Tiefe)";"Mg gelöst [mg/l] (0.0 m Tiefe)";"NO3-N [mg/l] (2.0 m Tiefe)";"P-ges. [mg/l] (2.0 m Tiefe)";"O2-gelöst [mg/l] (2.0 m Tiefe)";"NH4-N [mg/l] (2.0 m Tiefe)";"o-PO4-P [mg/l] (2.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (2.0 m Tiefe)";"O2-Sättigungsindex [%] (2.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (2.0 m Tiefe)";"pH-Wert (vor Ort) [-] (2.0 m Tiefe)";"SiO2 [mg/l] (2.0 m Tiefe)";"Chloroph [µg/l] (2.0 m Tiefe)";"N-ges. [mg/l] (2.0 m Tiefe)";"P-ges. gelöst [mg/l] (2.0 m Tiefe)";"Chlorid [mg/l] (2.0 m Tiefe)";"KS 4,3 [mmol/l] (2.0 m Tiefe)";"Na gelöst [mg/l] (2.0 m Tiefe)";"K gelöst [mg/l] (2.0 m Tiefe)";"Mn gelöst [mg/l] (2.0 m Tiefe)";"Fe gelöst [mg/l] (2.0 m Tiefe)";"SO4 [mg/l] (2.0 m Tiefe)";"Ca gelöst [mg/l] (2.0 m Tiefe)";"Mg gelöst [mg/l] (2.0 m Tiefe)";"NO3-N [mg/l] (4.0 m Tiefe)";"P-ges. [mg/l] (4.0 m Tiefe)";"O2-gelöst [mg/l] (4.0 m Tiefe)";"NH4-N [mg/l] (4.0 m Tiefe)";"o-PO4-P [mg/l] (4.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (4.0 m Tiefe)";"O2-Sättigungsindex [%] (4.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (4.0 m Tiefe)";"pH-Wert (vor Ort) [-] (4.0 m Tiefe)";"SiO2 [mg/l] (4.0 m Tiefe)";"Chloroph [µg/l] (4.0 m Tiefe)";"N-ges. [mg/l] (4.0 m Tiefe)";"P-ges. gelöst [mg/l] (4.0 m Tiefe)";"Chlorid [mg/l] (4.0 m Tiefe)";"KS 4,3 [mmol/l] (4.0 m Tiefe)";"Na gelöst [mg/l] (4.0 m Tiefe)";"K gelöst [mg/l] (4.0 m Tiefe)";"Mn gelöst [mg/l] (4.0 m Tiefe)";"Fe gelöst [mg/l] (4.0 m Tiefe)";"SO4 [mg/l] (4.0 m Tiefe)";"Ca gelöst [mg/l] (4.0 m Tiefe)";"Mg gelöst [mg/l] (4.0 m Tiefe)";"NO3-N [mg/l] (6.0 m Tiefe)";"P-ges. [mg/l] (6.0 m Tiefe)";"O2-gelöst [mg/l] (6.0 m Tiefe)";"NH4-N [mg/l] (6.0 m Tiefe)";"o-PO4-P [mg/l] (6.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (6.0 m Tiefe)";"O2-Sättigungsindex [%] (6.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (6.0 m Tiefe)";"pH-Wert (vor Ort) [-] (6.0 m Tiefe)";"SiO2 [mg/l] (6.0 m Tiefe)";"Chloroph [µg/l] (6.0 m Tiefe)";"N-ges. [mg/l] (6.0 m Tiefe)";"P-ges. gelöst [mg/l] (6.0 m Tiefe)";"Chlorid [mg/l] (6.0 m Tiefe)";"KS 4,3 [mmol/l] (6.0 m Tiefe)";"Na gelöst [mg/l] (6.0 m Tiefe)";"K gelöst [mg/l] (6.0 m Tiefe)";"Mn gelöst [mg/l] (6.0 m Tiefe)";"Fe gelöst [mg/l] (6.0 m Tiefe)";"SO4 [mg/l] (6.0 m Tiefe)";"Ca gelöst [mg/l] (6.0 m Tiefe)";"Mg gelöst [mg/l] (6.0 m Tiefe)";"NO3-N [mg/l] (8.0 m Tiefe)";"P-ges. [mg/l] (8.0 m Tiefe)";"O2-gelöst [mg/l] (8.0 m Tiefe)";"NH4-N [mg/l] (8.0 m Tiefe)";"o-PO4-P [mg/l] (8.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (8.0 m Tiefe)";"O2-Sättigungsindex [%] (8.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (8.0 m Tiefe)";"pH-Wert (vor Ort) [-] (8.0 m Tiefe)";"SiO2 [mg/l] (8.0 m Tiefe)";"Chloroph [µg/l] (8.0 m Tiefe)";"N-ges. [mg/l] (8.0 m Tiefe)";"P-ges. gelöst [mg/l] (8.0 m Tiefe)";"Chlorid [mg/l] (8.0 m Tiefe)";"KS 4,3 [mmol/l] (8.0 m Tiefe)";"Na gelöst [mg/l] (8.0 m Tiefe)";"K gelöst [mg/l] (8.0 m Tiefe)";"Mn gelöst [mg/l] (8.0 m Tiefe)";"Fe gelöst [mg/l] (8.0 m Tiefe)";"SO4 [mg/l] (8.0 m Tiefe)";"Ca gelöst [mg/l] (8.0 m Tiefe)";"Mg gelöst [mg/l] (8.0 m Tiefe)";"NO3-N [mg/l] (10.0 m Tiefe)";"P-ges. [mg/l] (10.0 m Tiefe)";"O2-gelöst [mg/l] (10.0 m Tiefe)";"NH4-N [mg/l] (10.0 m Tiefe)";"o-PO4-P [mg/l] (10.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (10.0 m Tiefe)";"O2-Sättigungsindex [%] (10.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (10.0 m Tiefe)";"pH-Wert (vor Ort) [-] (10.0 m Tiefe)";"SiO2 [mg/l] (10.0 m Tiefe)";"Chloroph [µg/l] (10.0 m Tiefe)";"N-ges. [mg/l] (10.0 m Tiefe)";"P-ges. gelöst [mg/l] (10.0 m Tiefe)";"Chlorid [mg/l] (10.0 m Tiefe)";"KS 4,3 [mmol/l] (10.0 m Tiefe)";"Na gelöst [mg/l] (10.0 m Tiefe)";"K gelöst [mg/l] (10.0 m Tiefe)";"Mn gelöst [mg/l] (10.0 m Tiefe)";"Fe gelöst [mg/l] (10.0 m Tiefe)";"SO4 [mg/l] (10.0 m Tiefe)";"Ca gelöst [mg/l] (10.0 m Tiefe)";"Mg gelöst [mg/l] (10.0 m Tiefe)";"NO3-N [mg/l] (12.0 m Tiefe)";"P-ges. [mg/l] (12.0 m Tiefe)";"O2-gelöst [mg/l] (12.0 m Tiefe)";"NH4-N [mg/l] (12.0 m Tiefe)";"o-PO4-P [mg/l] (12.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (12.0 m Tiefe)";"O2-Sättigungsindex [%] (12.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (12.0 m Tiefe)";"pH-Wert (vor Ort) [-] (12.0 m Tiefe)";"SiO2 [mg/l] (12.0 m Tiefe)";"Chloroph [µg/l] (12.0 m Tiefe)";"N-ges. [mg/l] (12.0 m Tiefe)";"P-ges. gelöst [mg/l] (12.0 m Tiefe)";"Chlorid [mg/l] (12.0 m Tiefe)";"KS 4,3 [mmol/l] (12.0 m Tiefe)";"Na gelöst [mg/l] (12.0 m Tiefe)";"K gelöst [mg/l] (12.0 m Tiefe)";"Mn gelöst [mg/l] (12.0 m Tiefe)";"Fe gelöst [mg/l] (12.0 m Tiefe)";"SO4 [mg/l] (12.0 m Tiefe)";"Ca gelöst [mg/l] (12.0 m Tiefe)";"Mg gelöst [mg/l] (12.0 m Tiefe)";"NO3-N [mg/l] (16.0 m Tiefe)";"P-ges. [mg/l] (16.0 m Tiefe)";"O2-gelöst [mg/l] (16.0 m Tiefe)";"NH4-N [mg/l] (16.0 m Tiefe)";"o-PO4-P [mg/l] (16.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (16.0 m Tiefe)";"O2-Sättigungsindex [%] (16.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (16.0 m Tiefe)";"pH-Wert (vor Ort) [-] (16.0 m Tiefe)";"SiO2 [mg/l] (16.0 m Tiefe)";"Chloroph [µg/l] (16.0 m Tiefe)";"N-ges. [mg/l] (16.0 m Tiefe)";"P-ges. gelöst [mg/l] (16.0 m Tiefe)";"Chlorid [mg/l] (16.0 m Tiefe)";"KS 4,3 [mmol/l] (16.0 m Tiefe)";"Na gelöst [mg/l] (16.0 m Tiefe)";"K gelöst [mg/l] (16.0 m Tiefe)";"Mn gelöst [mg/l] (16.0 m Tiefe)";"Fe gelöst [mg/l] (16.0 m Tiefe)";"SO4 [mg/l] (16.0 m Tiefe)";"Ca gelöst [mg/l] (16.0 m Tiefe)";"Mg gelöst [mg/l] (16.0 m Tiefe)";"NO3-N [mg/l] (20.0 m Tiefe)";"P-ges. [mg/l] (20.0 m Tiefe)";"O2-gelöst [mg/l] (20.0 m Tiefe)";"NH4-N [mg/l] (20.0 m Tiefe)";"o-PO4-P [mg/l] (20.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (20.0 m Tiefe)";"O2-Sättigungsindex [%] (20.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (20.0 m Tiefe)";"pH-Wert (vor Ort) [-] (20.0 m Tiefe)";"SiO2 [mg/l] (20.0 m Tiefe)";"Chloroph [µg/l] (20.0 m Tiefe)";"N-ges. [mg/l] (20.0 m Tiefe)";"P-ges. gelöst [mg/l] (20.0 m Tiefe)";"Chlorid [mg/l] (20.0 m Tiefe)";"KS 4,3 [mmol/l] (20.0 m Tiefe)";"Na gelöst [mg/l] (20.0 m Tiefe)";"K gelöst [mg/l] (20.0 m Tiefe)";"Mn gelöst [mg/l] (20.0 m Tiefe)";"Fe gelöst [mg/l] (20.0 m Tiefe)";"SO4 [mg/l] (20.0 m Tiefe)";"Ca gelöst [mg/l] (20.0 m Tiefe)";"Mg gelöst [mg/l] (20.0 m Tiefe)";"NO3-N [mg/l] (30.0 m Tiefe)";"P-ges. [mg/l] (30.0 m Tiefe)";"O2-gelöst [mg/l] (30.0 m Tiefe)";"NH4-N [mg/l] (30.0 m Tiefe)";"o-PO4-P [mg/l] (30.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (30.0 m Tiefe)";"O2-Sättigungsindex [%] (30.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (30.0 m Tiefe)";"pH-Wert (vor Ort) [-] (30.0 m Tiefe)";"SiO2 [mg/l] (30.0 m Tiefe)";"Chloroph [µg/l] (30.0 m Tiefe)";"N-ges. [mg/l] (30.0 m Tiefe)";"P-ges. gelöst [mg/l] (30.0 m Tiefe)";"Chlorid [mg/l] (30.0 m Tiefe)";"KS 4,3 [mmol/l] (30.0 m Tiefe)";"Na gelöst [mg/l] (30.0 m Tiefe)";"K gelöst [mg/l] (30.0 m Tiefe)";"Mn gelöst [mg/l] (30.0 m Tiefe)";"Fe gelöst [mg/l] (30.0 m Tiefe)";"SO4 [mg/l] (30.0 m Tiefe)";"Ca gelöst [mg/l] (30.0 m Tiefe)";"Mg gelöst [mg/l] (30.0 m Tiefe)";Prüfstatus
"2004-04-22 00:00:00";;;;;;;;;;;;;;;;;;;;;;;;;0,5;0,014;12,5;0,02;390,00;0;10,8;113,00;349,00;;;;;;;;;;;;;;;0,5;0,014;12,6;0,02;0;10,1;112,00;349,00;;;;;;;;;;;;;;;0,5;0,014;13,1;0,01;0;6,5;108,00;345,00;;;;;;;;;;;;;;;0,5;0,015;12,9;0,01;0;6,1;104,00;345,00;;;;;;;;;;;;;;;0,5;0,014;12,7;0,01;0;5,8;102,00;346,00;;;;;;;;;;;;;;;0,5;0,013;12,4;0,01;0;5,5;99,00;345,00;;;;;;;;;;;;;;;0,5;0,014;12,3;0,01;0;5,5;98,00;345,00;;;;;;;;;;;;;;;0,5;0,014;12,3;0,02;0;5,3;97,00;345,00;;;;;;;;;;;;;;;0,5;0,015;12,2;0,02;0;5,2;96,00;345,00;;;;;;;;;;;;;;;0,5;0,033;11,9;0,02;0;5,1;94,00;346,00;;;;;;;;;;;;;;;Geprueft
"2004-07-14 00:00:00";;;;;;;;;;;;;;;;;;;;;;;;;0,3;0,014;8,6;0,03;310,00;0;16,6;88,00;335,00;8,2;;;;;;;;;;;;;;0,3;0,013;8,5;0,02;0;16,2;87,00;333,00;8,2;;;;;;;;;;;;;;0,3;0,013;8,3;0,02;0;16,1;84,00;335,00;8,2;;;;;;;;;;;;;;0,3;0,014;8,00;0,03;0;16,1;82,00;335,00;8,2;;;;;;;;;;;;;;0,4;0,018;6,00;0,06;0;15,00;58,00;347,00;7,8;;;;;;;;;;;;;;0,5;0,012;4,9;0,03;0;11,8;45,00;351,00;7,6;;;;;;;;;;;;;;0,5;0,01;5,2;0,01;0;10,7;47,00;350,00;7,6;;;;;;;;;;;;;;0,5;0,01;5,5;0,03;0;9,7;48,00;350,00;7,7;;;;;;;;;;;;;;0,6;0,009;5,6;0,03;0;9,3;48,00;348,00;7,7;;;;;;;;;;;;;;0,5;0,031;4,00;0,04;0,016;8,7;34,00;349,00;7,5;;;;;;;;;;;;;;Geprueft
"2004-08-23 00:00:00";;;;;;;;;;;;;;;;;;;;;;;;;0,09;0,015;8,5;0,03;;0;20,1;103,00;286,00;8,00;;;;;;;;;;;;;;0,08;0,019;6,8;0,04;0;19,4;102,00;287,00;8,00;;;;;;;;;;;;;;0,09;0,018;8,1;0,06;0;19,1;97,00;288,00;7,9;;;;;;;;;;;;;;0,1;0,016;7,5;0,06;0;18,8;87,00;291,00;7,8;;;;;;;;;;;;;;0,1;0,019;3,7;0,06;0;16,2;25,00;319,00;7,3;;;;;;;;;;;;;;0,3;0,017;0,5;0,02;0;14,5;5,00;320,00;7,3;;;;;;;;;;;;;;0,4;0,014;0,2;0,02;0;13,5;2,00;325,00;7,3;;;;;;;;;;;;;;0,5;0,013;0,4;0,01;0;11,1;3,00;326,00;7,3;;;;;;;;;;;;;;0,5;0,013;1,4;0,01;0;10,4;19,00;326,00;7,3;;;;;;;;;;;;;;0,4;0,016;0;0,06;0;9,7;1,00;331,00;7,3;;;;;;;;;;;;;;Geprueft
"2005-04-14 00:00:00";;;;;;;;;;;;;;;;;;;;;;;;;0,6;0,021;13,1;0,01;210,00;0;7,6;118,00;337,00;8,3;;;;;;;;;;;;;;0,6;0,025;13,00;0,02;0;7,3;116,00;339,00;8,3;;;;;;;;;;;;;;0,6;0,022;12,1;0,01;0;6,4;106,00;343,00;8,1;;;;;;;;;;;;;;0,7;0,018;11,5;0,01;0;6,3;100,00;341,00;8,2;;;;;;;;;;;;;;0,7;0,017;11,1;0,01;0;6,1;96,00;341,00;8,2;;;;;;;;;;;;;;0,7;0,015;10,8;0,01;0;6,00;93,00;347,00;8,1;;;;;;;;;;;;;;0,7;0,016;10,6;0,01;0;6,00;92,00;342,00;7,8;;;;;;;;;;;;;;0,7;0,016;10,4;0,01;0;5,9;90,00;345,00;7,9;;;;;;;;;;;;;;0,7;0,017;10,00;0,01;0;5,4;85,00;346,00;8,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geprueft
"2005-04-14 09:36:00";;;0,7;0,016;7,6;0,02;7,8;0;4,4;63,00;363,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geprueft
"2005-08-31 00:00:00";19,2;;;;;;;;;;;;;;;;;;;;;;;;0,07;0,033;12,9;0,01;250,00;0;20,4;161,00;304,00;8,8;1,4;20,4;;;;;;;;;;;;0,1;0,029;10,9;0,01;0;18,6;131,00;310,00;8,5;1,4;18,9;;;;;;;;;;;;0,2;0,027;8,00;0,03;0;16,5;92,00;315,00;8,00;1,6;8,9;;;;;;;;;;;;0,2;0,022;6,4;0,04;0;16,3;74,00;314,00;7,9;1,6;6,8;;;;;;;;;;;;0,2;0,02;6,00;0,05;0;16,1;68,00;313,00;7,9;1,7;6,5;;;;;;;;;;;;0,2;0,02;5,6;0,07;0;15,9;64,00;313,00;7,8;1,8;5,3;;;;;;;;;;;;0,3;0,024;5,3;0,09;0,005;15,8;60,00;314,00;7,8;1,9;0;;;;;;;;;;;;0,3;0,03;4,2;0,1;0,015;15,4;47,00;322,00;7,7;2,1;1,5;;;;;;;;;;;;0,2;0,028;0,3;0,1;0,013;14,00;4,00;349,00;7,5;2,6;0;;;;;;;;;;;;0,2;0,053;0;0,16;0,028;12,7;1,00;355,00;7,5;3,00;0;;;;;;;;;;;;Geprueft
"2005-08-31 12:40:00";;;0,2;0,074;0;0,18;7,5;0,033;12,6;1,00;356,00;3,00;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geprueft
"2005-10-17 00:00:00";2,1;;;;;;;;;;;;;;;;;;;;;;;;0,2;0,017;8,5;0,02;250,00;0;14,00;89,00;318,00;8,1;2,3;4,7;;;;;;;;;;;;0,2;0,017;8,5;0,02;0;13,9;89,00;315,00;8,1;2,3;3,8;;;;;;;;;;;;0,2;0,016;8,4;0,02;0;13,9;88,00;315,00;8,1;2,3;3,00;;;;;;;;;;;;0,2;0,015;8,2;0,02;0;13,9;86,00;315,00;8,1;2,3;4,1;;;;;;;;;;;;0,2;0,016;7,1;0,02;0;13,9;75,00;316,00;8,00;2,3;2,7;;;;;;;;;;;;0,3;0,021;6,2;0,01;0,005;13,7;64,00;318,00;7,9;2,4;1,2;;;;;;;;;;;;0,3;0,024;5,9;0,01;0,008;13,7;61,00;319,00;7,9;2,5;0;;;;;;;;;;;;0,3;0,027;5,5;0,01;0,008;13,6;57,00;319,00;7,8;2,6;0;;;;;;;;;;;;0,3;0,029;5,1;0,01;0,011;13,6;53,00;320,00;7,8;2,6;0;;;;;;;;;;;;0,3;0,063;3,2;0,03;0,017;13,4;33,00;323,00;7,7;2,9;1,5;;;;;;;;;;;;Geprueft
"2007-02-21 10:35:00";7,5;;0,4;0,02;13,00;0,02;8,3;0;3,3;107,00;334,00;0;8,3;0,6;0,005;13,00;;;;;;;;;0,4;0,015;12,2;0,01;220,00;0;2,5;99,00;329,00;8,4;0;4,00;0,6;0,005;13,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;0,018;13,2;0,01;0;3,2;109,00;331,00;8,3;0;6,8;0,6;0,005;13,00;;;;;;;;;0,4;0,02;13,00;0,02;0;3,3;107,00;334,00;8,3;0;8,3;0,6;0,005;13,00;;;;;;;;;Geprueft
"2007-03-14 10:00:00";7,1;;0,4;0,024;11,9;0,01;8,4;0;4,5;100,00;335,00;0;7,7;0,6;0;13,00;;;;;;;;;0,4;0,018;12,1;0,02;175,00;0;6,1;106,00;334,00;8,5;0;5,3;0,7;0;13,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;0,022;12,2;0,01;0;4,4;102,00;335,00;8,4;0;8,6;0,6;0;13,00;;;;;;;;;0,4;0,024;11,9;0,01;0;4,5;100,00;335,00;8,4;0;7,7;0,6;0;13,00;;;;;;;;;Geprueft
"2007-04-18 11:20:00";2,7;;0,4;0,02;10,2;0,04;8,3;0;6,1;90,00;340,00;0,2;0;0,6;0,005;13,00;;;;;;;;;0,4;0,017;10,3;0,02;250,00;0;14,7;118,00;351,00;8,4;0,3;2,3;0,6;0;14,00;;;;;;;;;0,4;0,015;11,1;0,01;0;13,6;117,00;338,00;8,5;0;2,1;0,6;0;14,00;;;;;;;;;0,4;0,018;11,5;0,02;0;10,5;113,00;339,00;8,5;0;1,8;0,6;0;14,00;;;;;;;;;0,4;0,018;11,3;0,02;0;8,7;107,00;339,00;8,5;0;2,7;0,6;0;14,00;;;;;;;;;0,4;0,019;11,3;0,02;0;8,1;105,00;339,00;8,4;0;3,00;0,6;0;14,00;;;;;;;;;0,4;0,018;11,3;0,03;0;7,6;104,00;339,00;8,4;0;3,00;0,6;0,005;14,00;;;;;;;;;0,4;0,018;11,3;0,02;0;7,4;103,00;339,00;8,4;0;3,00;0,6;0;14,00;;;;;;;;;0,4;0,016;11,4;0,02;0;6,9;102,00;344,00;8,4;0;2,1;0,6;0,005;14,00;;;;;;;;;0,4;0,018;11,2;0,03;0;6,3;99,00;338,00;8,4;0,2;1,2;0,6;0;14,00;;;;;;;;;0,4;0,02;10,2;0,04;0;6,1;90,00;340,00;8,3;0,2;0;0,6;0,005;13,00;;;;;;;;;Geprueft
"2007-05-14 11:15:00";2,4;;0,4;0,021;8,2;0,08;8,1;0;7,00;73,00;343,00;0,5;0;0,7;0,008;14,00;;;;;;;;;0,3;0,017;10,6;0,04;310,00;0;14,9;114,00;339,00;8,5;0,3;6,7;0,9;0,007;14,00;;;;;;;;;0,3;0,019;10,6;0,03;0;14,8;113,00;339,00;8,5;0,2;6,5;0,7;0,007;14,00;;;;;;;;;0,3;0,026;10,6;0,03;0;14,7;113,00;339,00;8,5;0,3;6,5;0,6;0,007;14,00;;;;;;;;;0,3;0,016;10,3;0,03;0;13,6;107,00;339,00;8,5;0,3;4,4;0,6;0,006;15,00;;;;;;;;;0,3;0,014;9,9;0,04;0;12,7;101,00;340,00;8,4;0,3;1,5;0,6;0,006;14,00;;;;;;;;;0,3;0,016;9,00;0,05;0;10,8;88,00;342,00;8,3;0,3;0;0,6;0,007;14,00;;;;;;;;;0,4;0,015;8,8;0,05;0;8,5;81,00;343,00;8,3;0,3;0;0,7;0,009;14,00;;;;;;;;;0,4;0,016;8,8;0,06;0;7,9;80,00;343,00;8,2;0,3;0;0,7;0,007;14,00;;;;;;;;;0,4;0,016;8,8;0,06;0;7,2;79,00;342,00;8,2;0,4;0;0,7;0,007;14,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geprueft
"2007-06-18 10:55:00";1,8;;0,4;0,024;3,3;0,02;7,7;0,007;8,9;32,00;347,00;0,8;0;0,6;0,01;14,00;;;;;;;;;0,3;0,016;8,1;0,04;300,00;0;18,8;97,00;327,00;8,3;0,6;2,4;0,5;0,005;13,00;;;;;;;;;0,3;0,023;7,7;0,04;0;17,5;90,00;331,00;8,2;0,6;2,7;0,5;0,005;13,00;;;;;;;;;0,3;0,026;7,2;0,05;0;16,4;82,00;335,00;8,2;0,6;2,7;0,5;0,006;14,00;;;;;;;;;0,4;0,019;6,5;0,05;0;15,4;73,00;336,00;8,1;0,6;2,4;0,5;0,006;14,00;;;;;;;;;0,3;0,018;5,7;0,04;0;14,00;62,00;338,00;8,1;0,6;2,1;0,5;0,005;14,00;;;;;;;;;0,4;0,014;5,4;0,02;0;13,1;57,00;339,00;8,00;0,6;1,8;0,5;0,006;14,00;;;;;;;;;0,4;0,013;5,5;0,01;0;12,4;58,00;340,00;8,00;0,6;1,2;0,5;0;14,00;;;;;;;;;0,4;0,013;5,1;0,01;0;11,1;52,00;343,00;8,00;0,7;0;0,5;0,005;14,00;;;;;;;;;0,3;0,021;4,5;0,04;0;9,7;45,00;345,00;7,9;0,6;0;0,5;0,006;14,00;;;;;;;;;0,5;0,024;3,4;0,02;0,007;8,9;33,00;347,00;7,8;0,9;0;0,5;0,011;14,00;;;;;;;;;Geprueft
