Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"05.02.2019 14:50"
Zeitbezug:;MEZ
Messstellen-Name:;"Tiefste Stelle"
Messstellen-Nr.:;2034
Gewässer:;Barmsee
"Rechtswert:  4443227.00";"Hochwert:  5262622.00";"EPSG 31468"

Datum;"Chloroph [µg/l] (-23.0 m ü. Grund)";"Phaeopig [µg/l] (-23.0 m ü. Grund)";"NO3-N [mg/l] (-1.0 m ü. Grund)";"SiO2 [mg/l] (-1.0 m ü. Grund)";"P-ges. [mg/l] (-1.0 m ü. Grund)";"O2-gelöst [mg/l] (-1.0 m ü. Grund)";"NH4-N [mg/l] (-1.0 m ü. Grund)";"pH-Wert (vor Ort) [-] (-1.0 m ü. Grund)";"o-PO4-P [mg/l] (-1.0 m ü. Grund)";"Wassertemp.(vor Ort) [°C] (-1.0 m ü. Grund)";"SPAK 254 nm [1/m] (-1.0 m ü. Grund)";"N-ges. [mg/l] (-1.0 m ü. Grund)";"O2-Sättigungsindex [%] (-1.0 m ü. Grund)";"LF (20 °C) vor Ort [µS/cm] (-1.0 m ü. Grund)";"P-ges. gelöst [mg/l] (-1.0 m ü. Grund)";"SO4 [mg/l] (-1.0 m ü. Grund)";"Chlorid [mg/l] (-1.0 m ü. Grund)";"KS 4,3 [mmol/l] (-1.0 m ü. Grund)";"Na gelöst [mg/l] (-1.0 m ü. Grund)";"K gelöst [mg/l] (-1.0 m ü. Grund)";"Mn gelöst [mg/l] (-1.0 m ü. Grund)";"Fe gelöst [mg/l] (-1.0 m ü. Grund)";"Ca gelöst [mg/l] (-1.0 m ü. Grund)";"Mg gelöst [mg/l] (-1.0 m ü. Grund)";"NO3-N [mg/l] (0.0 m Tiefe)";"SiO2 [mg/l] (0.0 m Tiefe)";"P-ges. [mg/l] (0.0 m Tiefe)";"O2-gelöst [mg/l] (0.0 m Tiefe)";"NH4-N [mg/l] (0.0 m Tiefe)";"Sichttiefe [cm] (0.0 m Tiefe)";"pH-Wert (vor Ort) [-] (0.0 m Tiefe)";"o-PO4-P [mg/l] (0.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (0.0 m Tiefe)";"SPAK 254 nm [1/m] (0.0 m Tiefe)";"N-ges. [mg/l] (0.0 m Tiefe)";"O2-Sättigungsindex [%] (0.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (0.0 m Tiefe)";"P-ges. gelöst [mg/l] (0.0 m Tiefe)";"SO4 [mg/l] (0.0 m Tiefe)";"Chloroph [µg/l] (0.0 m Tiefe)";"Chlorid [mg/l] (0.0 m Tiefe)";"KS 4,3 [mmol/l] (0.0 m Tiefe)";"Phaeopig [µg/l] (0.0 m Tiefe)";"Na gelöst [mg/l] (0.0 m Tiefe)";"K gelöst [mg/l] (0.0 m Tiefe)";"Mn gelöst [mg/l] (0.0 m Tiefe)";"Fe gelöst [mg/l] (0.0 m Tiefe)";"Ca gelöst [mg/l] (0.0 m Tiefe)";"Mg gelöst [mg/l] (0.0 m Tiefe)";"NO3-N [mg/l] (2.0 m Tiefe)";"SiO2 [mg/l] (2.0 m Tiefe)";"P-ges. [mg/l] (2.0 m Tiefe)";"O2-gelöst [mg/l] (2.0 m Tiefe)";"NH4-N [mg/l] (2.0 m Tiefe)";"pH-Wert (vor Ort) [-] (2.0 m Tiefe)";"o-PO4-P [mg/l] (2.0 m Tiefe)";"Chloroph [µg/l] (2.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (2.0 m Tiefe)";"SPAK 254 nm [1/m] (2.0 m Tiefe)";"N-ges. [mg/l] (2.0 m Tiefe)";"O2-Sättigungsindex [%] (2.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (2.0 m Tiefe)";"P-ges. gelöst [mg/l] (2.0 m Tiefe)";"SO4 [mg/l] (2.0 m Tiefe)";"Chlorid [mg/l] (2.0 m Tiefe)";"KS 4,3 [mmol/l] (2.0 m Tiefe)";"Phaeopig [µg/l] (2.0 m Tiefe)";"Na gelöst [mg/l] (2.0 m Tiefe)";"K gelöst [mg/l] (2.0 m Tiefe)";"Mn gelöst [mg/l] (2.0 m Tiefe)";"Fe gelöst [mg/l] (2.0 m Tiefe)";"Ca gelöst [mg/l] (2.0 m Tiefe)";"Mg gelöst [mg/l] (2.0 m Tiefe)";"NO3-N [mg/l] (4.0 m Tiefe)";"SiO2 [mg/l] (4.0 m Tiefe)";"P-ges. [mg/l] (4.0 m Tiefe)";"O2-gelöst [mg/l] (4.0 m Tiefe)";"NH4-N [mg/l] (4.0 m Tiefe)";"pH-Wert (vor Ort) [-] (4.0 m Tiefe)";"o-PO4-P [mg/l] (4.0 m Tiefe)";"Chloroph [µg/l] (4.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (4.0 m Tiefe)";"SPAK 254 nm [1/m] (4.0 m Tiefe)";"N-ges. [mg/l] (4.0 m Tiefe)";"O2-Sättigungsindex [%] (4.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (4.0 m Tiefe)";"P-ges. gelöst [mg/l] (4.0 m Tiefe)";"SO4 [mg/l] (4.0 m Tiefe)";"Chlorid [mg/l] (4.0 m Tiefe)";"KS 4,3 [mmol/l] (4.0 m Tiefe)";"Phaeopig [µg/l] (4.0 m Tiefe)";"Na gelöst [mg/l] (4.0 m Tiefe)";"K gelöst [mg/l] (4.0 m Tiefe)";"Mn gelöst [mg/l] (4.0 m Tiefe)";"Fe gelöst [mg/l] (4.0 m Tiefe)";"Ca gelöst [mg/l] (4.0 m Tiefe)";"Mg gelöst [mg/l] (4.0 m Tiefe)";"NO3-N [mg/l] (6.0 m Tiefe)";"SiO2 [mg/l] (6.0 m Tiefe)";"P-ges. [mg/l] (6.0 m Tiefe)";"O2-gelöst [mg/l] (6.0 m Tiefe)";"NH4-N [mg/l] (6.0 m Tiefe)";"pH-Wert (vor Ort) [-] (6.0 m Tiefe)";"o-PO4-P [mg/l] (6.0 m Tiefe)";"Chloroph [µg/l] (6.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (6.0 m Tiefe)";"SPAK 254 nm [1/m] (6.0 m Tiefe)";"N-ges. [mg/l] (6.0 m Tiefe)";"O2-Sättigungsindex [%] (6.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (6.0 m Tiefe)";"P-ges. gelöst [mg/l] (6.0 m Tiefe)";"SO4 [mg/l] (6.0 m Tiefe)";"Chlorid [mg/l] (6.0 m Tiefe)";"KS 4,3 [mmol/l] (6.0 m Tiefe)";"Phaeopig [µg/l] (6.0 m Tiefe)";"Na gelöst [mg/l] (6.0 m Tiefe)";"K gelöst [mg/l] (6.0 m Tiefe)";"Mn gelöst [mg/l] (6.0 m Tiefe)";"Fe gelöst [mg/l] (6.0 m Tiefe)";"Ca gelöst [mg/l] (6.0 m Tiefe)";"Mg gelöst [mg/l] (6.0 m Tiefe)";"NO3-N [mg/l] (8.0 m Tiefe)";"SiO2 [mg/l] (8.0 m Tiefe)";"P-ges. [mg/l] (8.0 m Tiefe)";"O2-gelöst [mg/l] (8.0 m Tiefe)";"NH4-N [mg/l] (8.0 m Tiefe)";"pH-Wert (vor Ort) [-] (8.0 m Tiefe)";"o-PO4-P [mg/l] (8.0 m Tiefe)";"Chloroph [µg/l] (8.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (8.0 m Tiefe)";"SPAK 254 nm [1/m] (8.0 m Tiefe)";"N-ges. [mg/l] (8.0 m Tiefe)";"O2-Sättigungsindex [%] (8.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (8.0 m Tiefe)";"P-ges. gelöst [mg/l] (8.0 m Tiefe)";"SO4 [mg/l] (8.0 m Tiefe)";"Chlorid [mg/l] (8.0 m Tiefe)";"KS 4,3 [mmol/l] (8.0 m Tiefe)";"Phaeopig [µg/l] (8.0 m Tiefe)";"Na gelöst [mg/l] (8.0 m Tiefe)";"K gelöst [mg/l] (8.0 m Tiefe)";"Mn gelöst [mg/l] (8.0 m Tiefe)";"Fe gelöst [mg/l] (8.0 m Tiefe)";"Ca gelöst [mg/l] (8.0 m Tiefe)";"Mg gelöst [mg/l] (8.0 m Tiefe)";"NO3-N [mg/l] (10.0 m Tiefe)";"SiO2 [mg/l] (10.0 m Tiefe)";"P-ges. [mg/l] (10.0 m Tiefe)";"O2-gelöst [mg/l] (10.0 m Tiefe)";"NH4-N [mg/l] (10.0 m Tiefe)";"pH-Wert (vor Ort) [-] (10.0 m Tiefe)";"o-PO4-P [mg/l] (10.0 m Tiefe)";"Chloroph [µg/l] (10.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (10.0 m Tiefe)";"SPAK 254 nm [1/m] (10.0 m Tiefe)";"N-ges. [mg/l] (10.0 m Tiefe)";"O2-Sättigungsindex [%] (10.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (10.0 m Tiefe)";"P-ges. gelöst [mg/l] (10.0 m Tiefe)";"SO4 [mg/l] (10.0 m Tiefe)";"Chlorid [mg/l] (10.0 m Tiefe)";"KS 4,3 [mmol/l] (10.0 m Tiefe)";"Phaeopig [µg/l] (10.0 m Tiefe)";"Na gelöst [mg/l] (10.0 m Tiefe)";"K gelöst [mg/l] (10.0 m Tiefe)";"Mn gelöst [mg/l] (10.0 m Tiefe)";"Fe gelöst [mg/l] (10.0 m Tiefe)";"Ca gelöst [mg/l] (10.0 m Tiefe)";"Mg gelöst [mg/l] (10.0 m Tiefe)";"NO3-N [mg/l] (12.0 m Tiefe)";"SiO2 [mg/l] (12.0 m Tiefe)";"P-ges. [mg/l] (12.0 m Tiefe)";"O2-gelöst [mg/l] (12.0 m Tiefe)";"NH4-N [mg/l] (12.0 m Tiefe)";"pH-Wert (vor Ort) [-] (12.0 m Tiefe)";"o-PO4-P [mg/l] (12.0 m Tiefe)";"Chloroph [µg/l] (12.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (12.0 m Tiefe)";"SPAK 254 nm [1/m] (12.0 m Tiefe)";"N-ges. [mg/l] (12.0 m Tiefe)";"O2-Sättigungsindex [%] (12.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (12.0 m Tiefe)";"P-ges. gelöst [mg/l] (12.0 m Tiefe)";"SO4 [mg/l] (12.0 m Tiefe)";"Chlorid [mg/l] (12.0 m Tiefe)";"KS 4,3 [mmol/l] (12.0 m Tiefe)";"Phaeopig [µg/l] (12.0 m Tiefe)";"Na gelöst [mg/l] (12.0 m Tiefe)";"K gelöst [mg/l] (12.0 m Tiefe)";"Mn gelöst [mg/l] (12.0 m Tiefe)";"Fe gelöst [mg/l] (12.0 m Tiefe)";"Ca gelöst [mg/l] (12.0 m Tiefe)";"Mg gelöst [mg/l] (12.0 m Tiefe)";"NO3-N [mg/l] (16.0 m Tiefe)";"SiO2 [mg/l] (16.0 m Tiefe)";"P-ges. [mg/l] (16.0 m Tiefe)";"O2-gelöst [mg/l] (16.0 m Tiefe)";"NH4-N [mg/l] (16.0 m Tiefe)";"pH-Wert (vor Ort) [-] (16.0 m Tiefe)";"o-PO4-P [mg/l] (16.0 m Tiefe)";"Chloroph [µg/l] (16.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (16.0 m Tiefe)";"SPAK 254 nm [1/m] (16.0 m Tiefe)";"N-ges. [mg/l] (16.0 m Tiefe)";"O2-Sättigungsindex [%] (16.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (16.0 m Tiefe)";"P-ges. gelöst [mg/l] (16.0 m Tiefe)";"SO4 [mg/l] (16.0 m Tiefe)";"Chlorid [mg/l] (16.0 m Tiefe)";"KS 4,3 [mmol/l] (16.0 m Tiefe)";"Phaeopig [µg/l] (16.0 m Tiefe)";"Na gelöst [mg/l] (16.0 m Tiefe)";"K gelöst [mg/l] (16.0 m Tiefe)";"Mn gelöst [mg/l] (16.0 m Tiefe)";"Fe gelöst [mg/l] (16.0 m Tiefe)";"Ca gelöst [mg/l] (16.0 m Tiefe)";"Mg gelöst [mg/l] (16.0 m Tiefe)";"NO3-N [mg/l] (20.0 m Tiefe)";"SiO2 [mg/l] (20.0 m Tiefe)";"P-ges. [mg/l] (20.0 m Tiefe)";"O2-gelöst [mg/l] (20.0 m Tiefe)";"NH4-N [mg/l] (20.0 m Tiefe)";"pH-Wert (vor Ort) [-] (20.0 m Tiefe)";"o-PO4-P [mg/l] (20.0 m Tiefe)";"Chloroph [µg/l] (20.0 m Tiefe)";"Wassertemp.(vor Ort) [°C] (20.0 m Tiefe)";"SPAK 254 nm [1/m] (20.0 m Tiefe)";"N-ges. [mg/l] (20.0 m Tiefe)";"O2-Sättigungsindex [%] (20.0 m Tiefe)";"LF (20 °C) vor Ort [µS/cm] (20.0 m Tiefe)";"P-ges. gelöst [mg/l] (20.0 m Tiefe)";"SO4 [mg/l] (20.0 m Tiefe)";"Chlorid [mg/l] (20.0 m Tiefe)";"KS 4,3 [mmol/l] (20.0 m Tiefe)";"Phaeopig [µg/l] (20.0 m Tiefe)";"Na gelöst [mg/l] (20.0 m Tiefe)";"K gelöst [mg/l] (20.0 m Tiefe)";"Mn gelöst [mg/l] (20.0 m Tiefe)";"Fe gelöst [mg/l] (20.0 m Tiefe)";"Ca gelöst [mg/l] (20.0 m Tiefe)";"Mg gelöst [mg/l] (20.0 m Tiefe)";Prüfstatus
"2009-01-19 14:30:00";;;0;1,00;0,01;0,9;0,1;6,7;0;4,6;5,1;2,1;8,00;337,00;0;0;5,5;;;;;;;;0;0,9;0,016;10,4;0,06;600,00;6,8;0;1,3;5,3;0,3;83,00;255,00;0;0;;;;;;;;;;;0;0,9;0,01;8,3;0,07;6,7;0;12,00;3,6;5,2;0,3;70,00;244,00;0;0;5,6;;;;;;;;;0;0,9;0,009;8,3;0,08;6,8;0;7,00;3,6;5,1;0,3;70,00;244,00;0;0;5,5;;;;;;;;;0;0,9;0,009;8,2;0,08;6,8;0;3,00;3,6;5,1;0,3;70,00;244,00;0;0;5,5;;;;;;;;;0;0,9;0,008;8,00;0,09;6,9;0;2,00;3,6;5,00;0,3;68,00;245,00;0;0;5,5;;;;;;;;;0;1,00;0,007;7,9;0,09;7,00;0;0;3,6;5,00;0,3;67,00;246,00;0;0;5,5;;;;;;;;;0;1,1;0,007;7,3;0,11;7,00;0;0;3,9;5,00;0,3;62,00;245,00;0;0;5,6;;;;;;;;;0;1,2;0,007;5,3;0,14;7,00;0;0;4,1;5,00;0,4;46,00;246,00;0;0;5,7;;;;;;;;;0;1,7;0,008;3,4;0,22;7,00;0;0;4,2;5,00;0,5;29,00;251,00;0;0;5,6;;;;;;;;;Geprueft
"2009-04-27 10:00:00";3,00;;0;7,2;0,218;0,2;1,75;7,2;0,018;4,4;18,7;2,3;1,00;324,00;0,024;0;6,00;;;;;;;;0;1,1;0,009;10,4;0;700,00;8,1;0;10,7;4,8;0;100,00;247,00;0,005;0;1,00;4,6;;;;;;;;;0;1,1;0,013;10,4;0;8,2;0;2,00;10,00;4,8;0;98,00;247,00;0,005;0;4,6;;;;;;;;;0;1,1;0,015;10,3;0,01;8,1;0;2,00;9,2;4,9;0;96,00;252,00;0,005;0;4,7;;;;;;;;;0;1,00;0,013;9,8;0;8,00;0;3,00;6,1;5,00;0;84,00;271,00;0,005;0;5,3;;;;;;;;;0;1,00;0,013;9,3;0;7,9;0;9,00;4,6;5,1;0,3;77,00;278,00;0,005;0;5,5;;;;;;;;;0;1,1;0,012;6,9;0;7,7;0;5,00;4,1;4,9;0;56,00;280,00;0,006;0;5,6;;;;;;;;;0,1;1,2;0,013;6,1;0;7,7;0;4,00;3,9;4,8;0,3;49,00;281,00;0,005;0;5,6;;;;;;;;;0,2;1,5;0,01;3,8;0,02;7,5;0;3,00;3,9;4,8;0,3;31,00;284,00;0,004;0;5,6;;;;;;;;;0;2,8;0,035;0,2;0,33;7,3;0;0;4,1;5,1;0,6;1,00;295,00;0,006;0;5,7;;;;;;;;;Geprueft
"2009-05-18 00:00:00";6,00;;0;5,9;0,162;0,2;1,4;7,00;0,012;4,4;12,1;1,7;1,00;415,00;0,018;0;5,7;;;;;;;;0;0,3;0,009;9,7;0;400,00;8,4;0;17,2;5,1;0;108,00;244,00;0,004;0;3,00;4,6;;;;;;;;;0;0,3;0,011;9,8;0;8,4;0;5,00;16,9;4,9;0;109,00;244,00;0,004;0;4,6;;;;;;;;;0;0,3;0,013;11,1;0;8,4;0;4,00;12,4;5,00;0;112,00;250,00;0,004;0;4,8;;;;;;;;;0;0,7;0,012;11,00;0;8,3;0;5,00;7,4;5,00;0;98,00;271,00;0,004;0;5,2;;;;;;;;;0;0,9;0,014;12,1;0;8,4;0;10,00;5,6;5,1;0;103,00;273,00;0,006;0;5,3;;;;;;;;;0;1,00;0,02;7,2;0;7,7;0;11,00;4,6;5,00;0;60,00;279,00;0,006;0;5,5;;;;;;;;;0,1;1,2;0,019;5,3;0;7,5;0;5,00;4,1;5,1;0;43,00;281,00;0,005;0;5,5;;;;;;;;;0;2,3;0,016;2,1;0,16;7,4;0;2,00;4,00;4,9;0,3;17,00;284,00;0,004;0;5,5;;;;;;;;;0,2;1,6;0,03;0,2;0,02;7,3;0;4,00;4,1;4,9;0,5;1,00;288,00;0,005;0;5,5;;;;;;;;;Geprueft
"2009-06-22 11:10:00";3,00;;0;7,2;0,23;0,2;1,8;7,2;0,006;4,4;20,3;2,1;1,00;330,00;0,012;0;5,8;;;;;;;;0;0;0,007;9,5;0,02;550,00;8,5;0;17,9;4,9;0;111,00;247,00;0,004;0;3,00;5,00;;;;;;;;;0;0;0,007;9,5;0,02;8,5;0;3,00;17,9;4,9;0;111,00;247,00;0,003;0;5,00;;;;;;;;;0;0;0,008;9,5;0,02;8,6;0;3,00;17,9;4,9;0;110,00;247,00;0,003;0;5,00;;;;;;;;;0;0,3;0,012;13,1;0;8,6;0;7,00;11,2;5,2;0;132,00;264,00;0,004;0;5,1;;;;;;;;;0;0,8;0,012;11,9;0,02;8,5;0;4,00;7,2;5,3;0;109,00;273,00;0,004;0;5,3;;;;;;;;;0;0,9;0,013;6,7;0,03;7,7;0;3,00;5,5;5,2;0;59,00;279,00;0,004;0;5,4;;;;;;;;;0,1;1,00;0,017;3,9;0,02;7,5;0;2,00;4,3;4,9;0;33,00;281,00;0,004;0;5,5;;;;;;;;;0,2;1,8;0,016;0,6;0,03;7,4;0;4,00;4,1;4,8;0,3;5,00;284,00;0,004;0;5,5;;;;;;;;;0;2,7;0,025;0,2;0,32;7,3;0;2,00;4,1;5,9;0,5;2,00;292,00;0,004;0;5,5;;;;;;;;;Geprueft
"2009-07-27 11:30:00";4,00;;0;7,3;0,231;0,2;1,8;7,2;0,006;4,3;9,8;2,1;2,00;282,00;0,013;0;5,8;;;;;;;;0;0,4;0,01;9,00;0,01;500,00;8,6;0;21,2;5,9;0;113,00;200,00;0,005;0;2,00;4,7;;;;;;;;;0;0,4;0,008;9,1;0;8,6;0;2,00;20,3;5,7;0;112,00;199,00;0,009;0;4,5;;;;;;;;;0;0,4;0,008;9,2;0;8,6;0;3,00;19,9;5,9;0;113,00;201,00;0,008;0;4,6;;;;;;;;;0;0,4;0,011;12,4;0;8,7;0;5,00;15,8;5,5;0;139,00;215,00;0,009;0;5,00;;;;;;;;;0;0,5;0,015;10,9;0;8,3;0;7,00;8,6;5,4;0;104,00;236,00;0,007;0;5,4;;;;;;;;;0;0,7;0,022;5,2;0,04;7,7;0;6,00;6,00;5,00;0;46,00;241,00;0,006;0;5,5;;;;;;;;;0;0,7;0,018;4,00;0,03;7,5;0;6,00;5,00;5,1;0;34,00;243,00;0,006;0;5,5;;;;;;;;;0,2;1,8;0,012;0,5;0,01;7,4;0;4,00;4,3;4,9;0;4,00;245,00;0,005;0;5,6;;;;;;;;;0;2,7;0,025;0,2;0,27;7,3;0;4,00;4,2;5,3;0,4;2,00;251,00;0,005;0;5,5;;;;;;;;;Geprueft
"2009-08-24 00:00:00";4,00;;0;7,6;0,239;0,2;1,8;7,1;0,042;4,4;11,5;2,2;2,00;300,00;0,054;0;5,7;;;;;;;;0;0,4;0,007;8,7;0,02;500,00;8,5;0;21,9;5,6;0,3;106,00;208,00;0,003;0;1,00;4,8;;;;;;;;;0;0,4;0,007;8,6;0;8,5;0;2,00;21,7;5,5;0;112,00;207,00;0;0;4,7;;;;;;;;;0;0,4;0,006;8,7;0;8,5;0;2,00;21,6;5,6;0;112,00;207,00;0;0;4,7;;;;;;;;;0;0,4;0,009;13,7;0;8,6;0;4,00;16,6;5,6;0;150,00;219,00;0;0;5,00;;;;;;;;;0;0,5;0,012;10,8;0;8,3;0;4,00;9,9;5,4;0;102,00;246,00;0,003;0;5,4;;;;;;;;;0;0,4;0,013;6,3;0,01;7,7;0;5,00;6,7;5,4;0;55,00;254,00;0,008;0;5,5;;;;;;;;;0,1;0,6;0,012;3,8;0,01;7,6;0;7,00;5,1;5,2;0;32,00;260,00;0,006;0;5,6;;;;;;;;;0,1;1,9;0,014;0,6;0,03;7,4;0;10,00;4,3;5,1;0;5,00;257,00;0,006;0;5,6;;;;;;;;;0;3,00;0,023;0,2;0,36;7,3;0;4,00;4,2;6,5;0,5;2,00;264,00;0,003;0;5,5;;;;;;;;;Geprueft
"2009-09-21 12:00:00";3,00;;0;7,9;0,248;0,2;2,00;7,1;;4,3;11,00;2,6;2,00;296,00;0,022;6,00;5,8;;;;;;;;0;0,4;0,006;9,1;0;750,00;8,5;0;18,5;5,00;0;107,00;210,00;0,004;0;1,00;4,8;;;;;;;;;0;0,4;0,007;9,2;0;8,5;0;1,00;18,2;5,00;0;108,00;210,00;0;5,00;4,8;;;;;;;;;0;0,4;0,008;9,2;0;8,5;0;2,00;17,9;6,00;0;107,00;211,00;0,003;5,00;4,8;;;;;;;;;0;0,4;0,009;9,3;0;8,5;0;3,00;17,4;6,00;0;107,00;212,00;0,003;5,00;5,00;;;;;;;;;0;0,5;0,013;11,00;0;8,3;0;3,00;11,3;5,00;0;111,00;243,00;0,003;0;5,4;;;;;;;;;0;0,7;0,014;4,5;0,02;7,7;0;3,00;6,9;5,00;0,3;41,00;257,00;0,004;0;5,6;;;;;;;;;0,1;1,00;0,019;2,4;0,02;7,6;0;4,00;5,4;5,00;0,3;21,00;262,00;0,003;0;5,6;;;;;;;;;0;2,00;0,022;0,3;0,06;7,4;0;4,00;4,4;5,00;0,4;2,00;259,00;0,003;0;5,7;;;;;;;;;0;3,00;0,025;0,2;0,39;7,3;0;4,00;4,2;6,00;0,7;2,00;263,00;0,003;0;5,7;;;;;;;;;Geprueft
"2009-10-19 12:00:00";4,00;;0;7,6;0,234;;1,8;7,5;0,046;4,7;26,00;2,2;;288,00;;0;6,00;;;;;;;;0;0;0,006;;0;550,00;8,5;0;11,6;6,00;0;;223,00;0;0;3,00;5,00;;;;;;;;;0;0;0,009;;0;8,4;0;3,00;11,8;6,00;0;;221,00;0,004;0;5,00;;;;;;;;;0;0;0,009;;0;8,4;0;4,00;11,6;6,00;0;;219,00;0,004;0;5,00;;;;;;;;;0;0;0,008;;0;8,4;0;4,00;11,5;6,00;0;;220,00;0;0;5,1;;;;;;;;;0;0;0,011;;0;8,4;0;4,00;11,5;6,00;0;;220,00;0;0;5,00;;;;;;;;;0;0,4;0,01;;0,01;8,00;0;3,00;;5,00;0;;246,00;0,003;0;5,4;;;;;;;;;0;0,7;0,011;;0,02;8,00;0;3,00;6,9;5,00;0;;259,00;0,003;0;5,5;;;;;;;;;0;1,9;0,015;;0,04;8,00;0;7,00;5,1;5,00;0;;258,00;0;0;5,5;;;;;;;;;0;2,8;0,022;;0,36;7,8;0;5,00;4,7;6,00;0,5;;261,00;0;0;5,6;;;;;;;;;Geprueft
"2009-11-16 11:00:00";4,00;;0;7,5;0,218;0;1,7;7,00;0,114;4,4;21,6;2,00;1,00;303,00;;0;5,7;;;;;;;;0;0;0,009;9,5;0,01;700,00;8,1;0;8,1;5,4;0;90,00;228,00;0;0;4,00;5,00;;;;;;;;;0;0,3;0,01;9,4;0,01;8,2;0;4,00;8,00;5,4;0;89,00;227,00;0,003;0;5,1;;;;;;;;;0;0;0,011;9,5;0,01;8,3;0;4,00;8,00;5,4;0;89,00;227,00;0;0;5,00;;;;;;;;;0;0;0,011;9,4;0;8,3;0;4,00;8,00;5,4;0;89,00;227,00;0,003;0;5,00;;;;;;;;;0;0;0,01;9,4;0,01;8,3;0;4,00;8,00;5,4;0;89,00;227,00;0;0;5,00;;;;;;;;;0;0,3;0,007;9,3;0,01;8,3;0;3,00;8,00;5,4;0;88,00;228,00;0;0;5,00;;;;;;;;;0;0,7;0,009;0,9;0,02;7,5;0;2,00;6,2;5,2;0;8,00;262,00;0,003;0;5,4;;;;;;;;;0;2,00;0,016;0;0,04;7,4;0;8,00;4,5;5,00;0;1,00;260,00;0;0;5,5;;;;;;;;;0;3,00;0,017;0;0,41;7,3;0;4,00;4,3;8,00;0;1,00;264,00;0;0;5,6;;;;;;;;;Geprueft
"2009-12-14 11:00:00";5,00;;0;8,5;0,273;0;2,2;6,9;0,128;4,4;16,1;2,5;1,00;377,00;0,134;0;5,8;;;;;;;;0;0,5;0,008;8,4;0,02;500,00;7,9;0;4,9;5,2;0;73,00;237,00;0;0;4,00;5,3;;;;;;;;;0;0,5;0,011;8,3;0,02;7,9;0;5,00;4,9;5,2;0;72,00;236,00;0,004;0;5,3;;;;;;;;;0;0,5;0,009;8,2;0,02;7,9;0;4,00;4,9;5,2;0;71,00;236,00;0;0;5,3;;;;;;;;;0;0,5;0,008;8,2;0,02;7,9;0;4,00;4,9;5,2;0;71,00;236,00;0,005;0;5,3;;;;;;;;;0;0,5;0,009;8,2;0,02;7,9;0;4,00;4,9;5,2;0;70,00;236,00;0,004;0;5,3;;;;;;;;;0;0,5;0,012;8,1;0,02;7,9;0;4,00;4,8;5,2;0;70,00;236,00;0;0;5,3;;;;;;;;;0;0,5;0,01;8,00;0,02;7,9;0;4,00;4,9;5,2;0;69,00;237,00;0,003;0;5,3;;;;;;;;;0;0,9;0,01;1,2;0,04;7,4;0;3,00;4,8;5,1;0;10,00;258,00;0;0;5,4;;;;;;;;;0;3,00;0,016;0;0,45;7,3;0;6,00;4,3;8,9;0,5;1,00;264,00;0,003;0;5,8;;;;;;;;;Geprueft
